title;alias;type;catid;short_description;description;geodata;latitude;longitude;geo_x;geo_y;geo_z;zoom;address;addr_no;addr_addinfo;zip_code;city;region;country;phone;url;email;additional_fields;image;icons;published;created;modified
WC IHLE Cafe BalanstraÃŸe;wc-ihle-cafe-balanstrasse;toilet;205;HalbÃ¶ffentliche Toilette in einer GaststÃ¤tte.;;1;481.171.751;116.017.154;41.664.405.393.097;85.537.741.475.781;47.432.840.638.864;16;Balanstr.;73;;81541;MÃ¼nchen;;DE;089 40 26 81 31;;;"{""wc_shortname"":""ihleca4WC1"",""wc_plan"":""ihleca4WC1"",""wc_fotos"":""ihleca4WC1f1"",""wc_location"":"""",""wc_ramp_length"":"""",""wc_ramp_incline"":"""",""wc_infos"":""Die Haupteingangst\u00fcr \u00f6ffnet automatisch per Bewegungssensor auf 150 cm."",""wc_easy"":""Die Toilette ist sehr gut."",""wc_euro"":""ka"",""wc_doorknob"":""107"",""wc_doortaster"":"""",""wc_dooropens"":""ar"",""wc_doorautopen"":""nz"",""wc_door_width"":""90"",""wc_room_diameter"":""150"",""wc_roominfos"":""Rechts von der T\u00fcr steht ein Spind, dahinter h\u00e4ngt eine Wickelklappkommode an der Wand. Das Wasckbecken, auf der linken Seite, iat auf 63 cm unterfahrbar. Die Waschbeckenoberkante ist in 80 cm H\u00f6he. Die Spiegelunterkante ist in 125 cm H\u00f6he. Eigentlich ist dies ein Kippspiegel mit kurbel, aber die Kurbel war bei unserem Besuch im M\u00e4rz 2018 defekt."",""wc_seat"":""46"",""wc_accessleft"":""90"",""wc_accessright"":""90"",""wc_numgrip"":""zwei"",""wc_wheregrip"":""lr"",""wc_addinfo"":""Die Sp\u00fclung kann im rechten B\u00fcgel und hinter dem WC-Becken in 100 cm H\u00f6he ausgel\u00f6st werden. Bei unserem Besuch im &gt;M\u00e4rz 2018 war der Sp\u00fclknopf im B\u00fcgel defekt. Aus der Sitzposition gesehen h\u00e4ngt rechterhand eine Notrufschnur bis auf 53 cm \u00fcber dem Boden.""}";"{""image_small"":""images\/wc-gm\/ihleca4WC1f1.jpg"",""image"":""images\/wc-header\/ihleca4WC1f2q.jpg"",""alt"":"""",""caption"":""Sanit\u00e4rraum mit Waschbeckenanschnitt und WC-Becken."",""width"":""100%"",""height"":""auto""}";"{""0"":""2"",""1"":""4"",""2"":""11""}";1;;28/05/2021 14:36
WC Gasthaus Domagk;wc-gasthaus-domagk;toilet;188;HalbÃ¶ffentliche Toilette in einer GaststÃ¤tte.;Der Zugang zum Haus ist barrierefrei durch das Gasthaus Domagk. Vom Lokal zum WC muss man durch zwei TÃ¼ren. Die erste Ã¶ffnet nach innen auf 85 cm und ist rechts angeschlagen. Die zweite TÃ¼r Ã¶ffnet nach auÃŸen auf 85 cm und ist links angeschlagen. Die TÃ¼rgriffe sind bei beiden in 85 cm HÃ¶he.;1;481.836.583;11.598.046;41.611.010.124.285;85.400.348.226.562;47.482.162.352.451;16;Fritz-Winter-Str.;12;;80807;MÃ¼nchen;;DE;089 55 28 51 55;;;"{""wc_shortname"":""domagk2WC1"",""wc_plan"":""domagk2WC1"",""wc_fotos"":""domagk2WC1f1"",""wc_location"":"""",""wc_ramp_length"":"""",""wc_ramp_incline"":"""",""wc_infos"":""Das rollstuhlgerechte bzw. behindertengerechte WC ist im Erdgeschoss im Treppenhaus. Man braucht keinen Schl\u00fcssel."",""wc_easy"":""Die Toilette ist sehr gut."",""wc_euro"":""ka"",""wc_doorknob"":""85"",""wc_doortaster"":"""",""wc_dooropens"":""al"",""wc_doorautopen"":""nz"",""wc_door_width"":""90"",""wc_room_diameter"":""150"",""wc_roominfos"":""Das Waschbecken ist auf 70 cm unterfahrbar, die Waschbeckenoberkante ist in 80 cm H\u00f6he. \u00dcber dem Becken h\u00e4ngt ein Spiegel ab Unterkante 90 cm. Rechts neben dem Waschbecken h\u00e4ngt eine Notrufschnur bis zum Boden."",""wc_seat"":""46"",""wc_accessleft"":""90"",""wc_accessright"":""95"",""wc_numgrip"":""zwei"",""wc_wheregrip"":""lr"",""wc_addinfo"":""Die Sp\u00fclung kann im rechten B\u00fcgel und hinter dem WC-Becken in 100 cm H\u00f6he ausgel\u00f6st werden. Aus der Sitzposition gesehen h\u00e4ngt linkerhand eine zweite Notrufschnur bis zum Boden.""}";"{""image_small"":""images\/wc-af\/domagk2WC1f3.jpg"",""image"":""images\/wc-header\/domagk2WC1f2q.jpg"",""alt"":"""",""caption"":""Sanit\u00e4rraum mit WC-Becken."",""width"":""100%"",""height"":""auto""}";"{""0"":""4"",""1"":""7"",""2"":""11""}";1;;28/05/2021 14:35
WC Monacensia;wc-monacensia;toilet;195;Toilette in einer Bibliothek.;Das rollstuhlgerechte, bzw. behindertengerechte WC ist im Untergeschoss untergebracht.;1;48.143.585.650.000.000;11.598.908.382.642.900;41.643.402.250.877;85.473.360.156.769;474.524.414.125;16;Maria-Theresia-Str.;23;;81675;MÃ¼nchen;;DE;089 4 19 47 20;;;"{""wc_shortname"":""div-monace1WC1"",""wc_plan"":""div-monace1WC1"",""wc_fotos"":"""",""wc_location"":"""",""wc_ramp_length"":"""",""wc_ramp_incline"":"""",""wc_infos"":""Im Aufzug (T\u00fcrbreite 90 cm, Kabinenma\u00df 110x140 cm) w\u00e4hlt man U-1. Der Rufknopf f\u00fcr den Aufzug ist in 93 cm H\u00f6he."",""wc_easy"":""Die Toilette ist sehr gut."",""wc_euro"":""ka"",""wc_doorknob"":""85"",""wc_doortaster"":"""",""wc_dooropens"":""ar"",""wc_doorautopen"":""nz"",""wc_door_width"":""90"",""wc_room_diameter"":""150"",""wc_roominfos"":""Das Waschbecken ist auf 68 cm unterfahrbar, die Waschbeckenoberkante ist in 80 cm H\u00f6he. \u00dcber dem Becken h\u00e4ngt ein Kippspiegel. Die Kurbel um den Blickwinkel zu ver\u00e4ndern ist im 90 cm H\u00f6he."",""wc_seat"":""48"",""wc_accessleft"":""88"",""wc_accessright"":""88"",""wc_numgrip"":""zwei"",""wc_wheregrip"":""lr"",""wc_addinfo"":""Der Sp\u00fcltaster ist hinter dem WC-Becken an der Wand in 105 cm H\u00f6he. Aus der Sitzpostition gesehen h\u00e4ngt links eine Norrufschnur bis zum Boden.""}";"{""image_small"":""images\/wc-af\/div-monace1WC1f2.jpg"",""image"":""images\/wc-header\/div-monace1WC1f1q.jpg"",""alt"":"""",""caption"":""Sanit\u00e4rraum mit WC- und Waschbecken."",""width"":""100%"",""height"":""auto""}";"{""0"":""4"",""1"":""11"",""2"":""12""}";1;11/7/2018 14:45;07/06/2021 11:28
WC Kino, Mond & Sterne;wc-kino-mond-sterne;toilet;208;Bedingt Ã¶ffentliche Toilette in einem Kino ohne Euroschloss.;Das rollstuhlgerechte WC ist innerhalb des abgesperrten GelÃ¤ndes, rechts von der TribÃ¼ne.;1;481.234.441;115.118.899;41.672.678.674.518;84.874.084.648.233;47.437.494.133.245;16;SeebÃ¼hne Westpark;;;81377;MÃ¼nchen;;DE;089 82 98 90 00;;;"{""wc_shortname"":""ki-kinomo1WC1"",""wc_plan"":""ki-kinomo1WC1"",""wc_fotos"":""ki-kinomo1WC1f1, ki-kinomo1WC1f3"",""wc_location"":""Zur WC-Anlage f\u00fchrt ein absch\u00fcssiger Weg."",""wc_ramp_length"":""2,5"",""wc_ramp_incline"":""8"",""wc_infos"":""Das behindertengerechte WC ist in der N\u00e4he der anderen WCs."",""wc_easy"":""Die Toilette ist gut.\r\nDer Sitz ist etwas hoch. \r\n"",""wc_euro"":""ka"",""wc_doorknob"":""105"",""wc_doortaster"":"""",""wc_dooropens"":""al"",""wc_doorautopen"":""nz"",""wc_door_width"":""95"",""wc_room_diameter"":""150"",""wc_roominfos"":""An der T\u00fcr ist innen in 80 cm H\u00f6he ein B\u00fcgel zur Erleichterung beim Schlie\u00dfen der T\u00fcr. Der Lichtschalter ist innen rechts von der T\u00fcr. Das Waschbecken, Oberkante 80 cm, ist auf 66 cm unterfahrbar. Dar\u00fcber h\u00e4ngt ein Spiegel, Unterkante 130 cm."",""wc_seat"":""50"",""wc_accessleft"":"""",""wc_accessright"":""80"",""wc_numgrip"":""zwei"",""wc_wheregrip"":""rfl"",""wc_addinfo"":""Da der linke B\u00fcgel fest installiert ist, kann man auf der linken Seite nicht anfahren. Rechts vom WC-Becken, aus der Sitzposition gesehen, h\u00e4ngt eine Notrufschnur bis 50 cm \u00fcber dem Boden. Daneben, auch rechts vom WC-Becken, ist in 100 cm H\u00f6he der Sp\u00fcltaster.""}";"{""image_small"":""images\/wc-gm\/ki-kinomo1WC1f3.jpg"",""image"":""images\/wc-header\/ki-kinomo1WC1f2.jpg"",""alt"":"""",""caption"":""Sanit\u00e4rraum mit WC-Becken und Waschbeckenanschnitt."",""width"":""100%"",""height"":""auto""}";"{""0"":""2"",""1"":""4"",""2"":""11""}";1;;28/05/2021 14:33
WC Hotel Eberl Hattenhofen;wc-hotel-eberl-hattenhofen;toilet;214;HalbÃ¶ffentliche Toilette in einem Hotel.;Falls das Hotel geschlossen ist, kann man in der GaststÃ¤tte Bescheid geben und bekommt aufgesperrt. Die HoteleingangstÃ¼r, eine DoppelflÃ¼geltÃ¼r, Ã¶ffnet auf 2x90 cm nach auÃŸen. Der TÃ¼rgriff ist durchgehend. An der TÃ¼r sind 2 Schwellen Ã  2 cm.;1;482.237.577;111.185.345;41.648.406.430.497;8.185.084.716.759;47.511.879.882.611;16;Hauptstr.;8;;82285;Hattenhofen;;DE;08145 99 57 00;;;"{""wc_shortname"":""div-eberlx1WC"",""wc_plan"":""div-eberlx1WC"",""wc_fotos"":""div-eberlx1WC1f1"",""wc_location"":""Der Weg vom Parkplatz her zum Hoteleingang ist auf 10 m ansteigend - siehe Foto unten."",""wc_ramp_length"":""10"",""wc_ramp_incline"":""12"",""wc_infos"":""Das rollstuhlgerechte, bzw. behindertengerechte WC ist im Erdgeschoss bei den anderen WCs. Der Weg von der Rezeption (nach links) ist ausgeschildert. Die T\u00fcr zur WC-Anlage \u00f6ffnet nach innen auf 90 cm, der T\u00fcrgriff ist in 105 cm H\u00f6he."",""wc_easy"":""Mit einem gro\u00dfen ( Elektro- ) Rollstuhl kann es schwierig werden.\r\nMan kann den WC-Sitz von der rechten Seite und von vorn anfahren."",""wc_euro"":""ka"",""wc_doorknob"":""105"",""wc_doortaster"":"""",""wc_dooropens"":""ar"",""wc_doorautopen"":""nz"",""wc_door_width"":""90"",""wc_room_diameter"":""120"",""wc_roominfos"":""Das Waschbecken ist auf 63 cm unterfahrbar, die Waschbeckenoberkante ist in 78 cm H\u00f6he. \u00dcber dem Becken h\u00e4ngt ein Kippspiegel. Der Griff um den Blickwinkel zu ver\u00e4ndern ist im 113 cm H\u00f6he. Im Raum, links von der T\u00fcr bzw. neben dem Waschbecken ist ein Lichtschalter in 108 cm H\u00f6he."",""wc_seat"":""45"",""wc_accessleft"":"""",""wc_accessright"":""82"",""wc_numgrip"":""zwei"",""wc_wheregrip"":""rfl"",""wc_addinfo"":""Der Sp\u00fcltaster ist, aus der Sitzposition gesehen, an der Wand links vom WC-Becken in 105 cm H\u00f6he.""}";"{""image_small"":""images\/wc-af\/div-eberlx1WC1f2.jpg"",""image"":""images\/wc-header\/div-eberlx1WC1f2q.jpg"",""alt"":"""",""caption"":""Sanit\u00e4rraum mit Waschbeckenanschnitt und WC-Becken."",""width"":""100%"",""height"":""auto""}";"{""0"":""2"",""1"":""4"",""2"":""20""}";1;8/8/2018 9:54;28/05/2021 14:31
WC Landgasthof Hofmeier Hetzenhausen;wc-landgasthof-hofmeier-hetzenhausen;toilet;217;HalbÃ¶ffentliche Toilette in einer GaststÃ¤tte.;;0;483.498.167;116.100.162;41.474.168.763.579;85.209.803.063.511;47.605.150.141.439;16;Hauptstr.;6a;;82285;WC Landgasthof Hofmeier Hetzenhausen;;DE;08165 80 06 90;;;"{""wc_shortname"":""hofmei1WC1"",""wc_plan"":""hofmei1WC1"",""wc_fotos"":""hofmei1WC1f1, hofmei1WC1f2"",""wc_location"":""Der Weg von au\u00dfen zur Toilette -<a href=\""barrierefreie-orte\/lokale-muenchen\/8487-landgasthof-hofmeier\""> siehe Lokalzugang.<\/a>"",""wc_ramp_length"":""150"",""wc_ramp_incline"":""20"",""wc_infos"":""Die rollstuhlgerechte, bzw. behindertengerechte Toilette ist im Untergeschoss und mit einem Lift (T\u00fcrbreite 90 cm, Kabinenma\u00df 125x100 cm) erreichbar."",""wc_easy"":""Die Toilette ist gut.\r\nMit einem gro\u00dfen ( Elektro- ) Rollstuhl kann es schwierig werden.\r\nMan kann den WC-Sitz von der linken Seite und von vorn anfahren.\r\n"",""wc_euro"":""ka"",""wc_doorknob"":"""",""wc_doortaster"":"""",""wc_dooropens"":""ar"",""wc_doorautopen"":""nz"",""wc_door_width"":""93"",""wc_room_diameter"":""120"",""wc_roominfos"":""Das Waschbecken ist auf 75 cm unterfahrbar, die Waschbeckenoberkante ist in 85 cm H\u00f6he. \u00dcber dem Becken h\u00e4ngt Spiegel ab Unterkante 105 cm"",""wc_seat"":""45"",""wc_accessleft"":""105"",""wc_accessright"":""45"",""wc_numgrip"":""zwei"",""wc_wheregrip"":""lr"",""wc_addinfo"":""Der Sp\u00fcltaster ist hinter dem WC-Becken.""}";"{""image_small"":""images\/wc-gm\/hofmei1WC1f1.jpg"",""image"":"""",""alt"":"""",""caption"":"""",""width"":""100%"",""height"":""auto""}";"{""0"":""2"",""1"":""4"",""2"":""11"",""3"":""13""}";1;;28/05/2021 14:30
WC FAMI Restaurant;wc-fami-restaurant;toilet;187;HalbÃ¶ffentliche Toilette in einer GaststÃ¤tte.;Die rollstuhlgerechte, bzw. behindertengerechte Toilette ist, zusammen mit den anderen Toiletten, im Erdgeschoss.;1;481.643.219;115.572.634;41.632.775.495.489;85.136.243.055.524;47.467.823.899.207;16;Georg-Birk-Str.;10;;80797;MÃ¼nchen;;DE;089 32 30 70 80;;;"{""wc_shortname"":""famire1WC"",""wc_plan"":""famire1WC"",""wc_fotos"":""famire1f2WC"",""wc_location"":"""",""wc_ramp_length"":"""",""wc_ramp_incline"":"""",""wc_infos"":""Vor der eigentlichen WC-T\u00fcr ist eine weitere T\u00fcr: Breite 105 cm und T\u00fcrgriff in 105 cm H\u00f6he. Sie \u00f6ffnet nach innen und ist links angeschlagen."",""wc_easy"":""Die Toilette ist gut\r\nDer WC-Sitz ist etwas niedrig."",""wc_euro"":""ka"",""wc_doorknob"":""85"",""wc_doortaster"":"""",""wc_dooropens"":""al"",""wc_doorautopen"":""nz"",""wc_door_width"":""102"",""wc_room_diameter"":""140"",""wc_roominfos"":""Das Waschbecken ist auf 70 cm unterfahrbar, die Waschbeckenoberkante ist in 82 cm H\u00f6he. \u00dcber dem Becken h\u00e4ngt Kippspiegel. Der Kippwinkel kann mit einer Kurbel in 110 cm angepasst werden. Rechts neben dem Wachbecken h\u00e4ngt eine Notrufschnur bis auf den Boden runter. <br \/>Das Licht springt per Bewegungssensor an."",""wc_seat"":""44"",""wc_accessleft"":""95"",""wc_accessright"":""100"",""wc_numgrip"":""zwei"",""wc_wheregrip"":""lr"",""wc_addinfo"":""Die Sp\u00fclung kann im rechten B\u00fcgel und hinter dem WC-Becken in 100 cm H\u00f6he ausgel\u00f6st werden. Aus der Sitzposition gesehen h\u00e4ngt linkerhand eine zweite Notrufschnur bis zum Boden.""}";"{""image_small"":""images\/wc-af\/famire1f2WC.jpg"",""image"":""images\/wc-header\/famire1f1qWC.jpg"",""alt"":"""",""caption"":""Sanit\u00e4rraum mit Waschbeckenanschnitt und WC-Becken."",""width"":""100%"",""height"":""auto""}";"{""0"":""4"",""1"":""11""}";1;;28/05/2021 14:28
WC Stadtbibliothek Giesing EG;wc-stadtbibliothek-giesing-eg;toilet;203;HalbÃ¶ffentliche Toilette in einer Bibliothek;Es gibt zwei rollstuhlgerechte, bzw. behindertengerechte Toiletten in dieser supermodernen BÃ¼cherei. Die DIN-nahe ist im Erdgeschoss. Diese ist hier beschrieben.;1;481.142.365;11.582.225;41.669.695.889.649;85.400.890.244.962;47.430.659.113.256;16;Deisenhofener Str.;20;;81539;MÃ¼nchen;;DE;089 18 93 12 90;;;"{""wc_shortname"":""li-giesin1WC1"",""wc_plan"":""li-giesin1WC1"",""wc_fotos"":""li-giesin1WC1f1, li-giesin1fa1"",""wc_location"":"""",""wc_ramp_length"":"""",""wc_ramp_incline"":"""",""wc_infos"":""Vor der eigentlichen WC-T\u00fcr ist eine weitere T\u00fcr: Breite 90 cm und T\u00fcrgriff in 103 cm H\u00f6he. Sie \u00f6ffnet nach innen und ist rechts angeschlagen."",""wc_easy"":""Die Toilette ist sehr gut."",""wc_euro"":""ka"",""wc_doorknob"":""85"",""wc_doortaster"":"""",""wc_dooropens"":""ar"",""wc_doorautopen"":""nz"",""wc_door_width"":""90"",""wc_room_diameter"":""150"",""wc_roominfos"":""Das Waschbecken ist auf 70 cm unterfahrbar, die Waschbeckenoberkante ist in 80 cm H\u00f6he. \u00dcber dem Becken h\u00e4ngt Spiegel, Unterkante 90 cm."",""wc_seat"":""47"",""wc_accessleft"":""97"",""wc_accessright"":""84"",""wc_numgrip"":""zwei"",""wc_wheregrip"":""lr"",""wc_addinfo"":""Die Sp\u00fclung kann im rechten B\u00fcgel und hinter dem WC-Becken in 100 cm H\u00f6he ausgel\u00f6st werden. Aus der Sitzposition gesehen h\u00e4ngt rechterhand eine Notrufschnur bis zum Boden.""}";"{""image_small"":""images\/wc-gm\/li-giesin1WC1f1.jpg"",""image"":""images\/wc-header\/li-giesin1WC1f1q.jpg"",""alt"":"""",""caption"":""Ansicht Wasch- und WC-Becken."",""width"":""100%"",""height"":""auto""}";"{""0"":""4"",""1"":""11""}";1;3/10/2018 16:31;07/06/2021 11:38
WC Stadtbibliothek Giesing 1. OG;wc-stadtbibliothek-giesing-1-og;toilet;203;HalbÃ¶ffentliche Toilette in einer Bibliothek;Hier ist die 2. Rolli Toilette der Giesinger Bibliothek beschrieben. Sie ist im 1. Stock.;1;481.142.365;11.582.225;41.669.695.889.649;85.400.890.244.962;47.430.659.113.256;16;Deisenhofener Str.;20;;81539;MÃ¼nchen;;DE;089 18 93 12 90;;;"{""wc_shortname"":""li-giesin1WC2"",""wc_plan"":""li-giesin1WC2"",""wc_fotos"":""li-giesin1WC2f2, li-giesin1fa1"",""wc_location"":"""",""wc_ramp_length"":"""",""wc_ramp_incline"":"""",""wc_infos"":""Der DIN gerechte Aufzug zum 1. OG hat eine T\u00fcrbreite von 90 cm, die Kabine misst 110x140 cm.<br \/>Vor der eigentlichen WC-T\u00fcr ist eine weitere T\u00fcr: Breite 90 cm und T\u00fcrgriff in 103 cm H\u00f6he. Sie \u00f6ffnet nach innen und ist rechts angeschlagen.<br \/>Diese Toilette ist f\u00fcr alle Menschen, die im 1. OG den Ort aufsuchen. Sie ist weniger behindertengerecht als die im Erdgeschoss."",""wc_easy"":""Die Toilette ist gut.\r\nMan kann den WC-Sitz nur von den Seiten anfahren."",""wc_euro"":""ka"",""wc_doorknob"":""85"",""wc_doortaster"":"""",""wc_dooropens"":""al"",""wc_doorautopen"":""nz"",""wc_door_width"":""90"",""wc_room_diameter"":""100"",""wc_roominfos"":""Das Waschbecken ist auf 69 cm unterfahrbar, die Waschbeckenoberkante ist in 79 cm H\u00f6he. \u00dcber dem Becken h\u00e4ngt Spiegel, Unterkante 90 cm.Da der gro\u00dfe Wickeltisch nocht hochklappbar ist, ist bleiben 100 cm zum anfahren."",""wc_seat"":""48"",""wc_accessleft"":""125"",""wc_accessright"":""80"",""wc_numgrip"":""zwei"",""wc_wheregrip"":""lr"",""wc_addinfo"":""Die Sp\u00fclung kann im rechten B\u00fcgel und hinter dem WC-Becken in 100 cm H\u00f6he ausgel\u00f6st werden. Aus der Sitzposition gesehen h\u00e4ngt rechterhand eine Notrufschnur bis auf 120 cm herunter.""}";"{""image_small"":""images\/wc-gm\/li-giesin1WC2f2.jpg"",""image"":""images\/wc-header\/li-giesin1WC2f1q.jpg"",""alt"":"""",""caption"":""Blick auf Wickeltisch und WC-Becken."",""width"":""100%"",""height"":""auto""}";"{""0"":""11"",""1"":""12""}";1;;07/06/2021 11:37
WC zu befÃ¼llen;wc-tafernwirtschaft-fischer-2;toilet;213;HalbÃ¶ffentliche Toilette in einer GaststÃ¤tte.;<p>Das WC ist im 2. Stock im Hotelbereich und mit einem Lift (TÃ¼r 80 cm, Kabine 104 x 110 cm) erreichbar.</p>;0;0;0;0;0;0;14;Bahnhofstr.;4;;85221;Dachau ;Bayern;Deutschland;08131 61 22 00;;;"{""wc_shortname"":""tafern1"",""wc_plan"":""tafern1WC"",""wc_fotos"":""tafern1fWC1"",""wc_location"":"""",""wc_ramp_length"":"""",""wc_ramp_incline"":"""",""wc_infos"":"""",""wc_doorknob"":""105"",""wc_doortaster"":"""",""wc_dooropens"":""ar"",""wc_doorautopen"":""nz"",""wc_door_width"":""82"",""wc_room_diameter"":""100"",""wc_roominfos"":""Der Lichtschalter ist wenn man in den Raum kommt an der rechten Wand in 112 cm H\u00f6he. <br \/>Das Waschbecken ist auf 65 cm unterfahrbar, Oberkante 84 cm und befindet sich gegen\u00fcber der T\u00fcr. Der Spiegel ist ab 103 cm H\u00f6he einsehbar."",""wc_seat"":""44"",""wc_accessleft"":"""",""wc_accessright"":"""",""wc_numgrip"":""zwei"",""wc_wheregrip"":""flr"",""wc_addinfo"":""Das WC-Becken ist rechts von der T\u00fcr. Wenn der rechte B\u00fcgel nicht fest w\u00e4re, k\u00f6nnte man sehr gut auf 115 cm rechts anfahren - schade. Die WC-Sp\u00fclung ist hinter den WC-Becken in 100 cm H\u00f6he.""}";"{""image_small"":""images\/wc-nz\/tafern1fWC1.jpg"",""image"":"""",""alt"":"""",""caption"":"""",""width"":"""",""height"":""""}";"{""0"":""4"",""1"":""13"",""2"":""17""}";0;4/11/2018 16:54;04/11/2018 16:55
WC Einstein 28 (VHS);wc-einstein-28-vhs;toilet;192;Toilette in einem Ã¶ffentlichen GebÃ¤ude.;Es gibt zwei rollstuhlgerechte, bzw. behindertengerechte Toiletten. Eine im Erdgeschoss und eine weitere mit 1. Stock.;1;48.135.351;115.998.193;41.649.946.582.375;85.493.693.141.655;47.446.331.091.195;16;Einsteinstr.;28;;81675;MÃ¼nchen;;DE;089 48 00 60;;;"{""wc_shortname"":""ge-einste1WC1"",""wc_plan"":""ge-einste1WC1"",""wc_fotos"":"""",""wc_location"":"""",""wc_ramp_length"":"""",""wc_ramp_incline"":"""",""wc_infos"":""Bei der Toilette im Erdgeschoss ist die T\u00fcr sehr schwer zu \u00f6ffnen. Bei dem baugleichen WC im 1. Stock \u00f6ffnet die T\u00fcr viel leichter. Man gelangt mit einem gro\u00dfen Lift (T\u00fcrbreite 125 cm, Kabinenma\u00df 125x220 cm) bequem dorthin."",""wc_easy"":""Die Toilette ist sehr gut."",""wc_euro"":""ka"",""wc_doorknob"":""85"",""wc_doortaster"":"""",""wc_dooropens"":""ar"",""wc_doorautopen"":""nz"",""wc_door_width"":""90"",""wc_room_diameter"":""125"",""wc_roominfos"":""Das Waschbecken ist auf 72 cm unterfahrbar, die Waschbeckenoberkante ist in 82 cm H\u00f6he. \u00dcber dem Becken h\u00e4ngt Spiegel, Unterkante 100 cm."",""wc_seat"":""48"",""wc_accessleft"":""90"",""wc_accessright"":""90"",""wc_numgrip"":""zwei"",""wc_wheregrip"":""lr"",""wc_addinfo"":""Die Sp\u00fclung kann hinter dem WC-Becken in 105 cm H\u00f6he ausgel\u00f6st werden. Aus der Sitzposition gesehen h\u00e4ngt vor dem rechten B\u00fcgel\u00a0 eine Notrufschnur bis auf 40 cm herunter.""}";"{""image_small"":""images\/wc-gm\/ge-einste1WC1f1.jpg"",""image"":""images\/wc-header\/ge-einste1WC1f1q.jpg"",""alt"":"""",""caption"":""Sanit\u00e4rraum mit Waschbeckenanschnitt und WC-Becken."",""width"":""100%"",""height"":""auto""}";"{""0"":""7"",""1"":""11"",""2"":""12""}";1;6/11/2018 14:56;28/05/2021 14:26
WC Stadtbibliothek Waldtrudering;wc-stadtbibliothek-waldtrudering;toilet;210;HalbÃ¶ffentliche Toilette in einer Bibliothek.;<p>DieÂ  rollstuhlgerechte, bzw. behindertengerechte Toilette ist im Erdgeschoss, gegenÃ¼ber vom Aufzug. Sie ist beschriftet (siehe Foto).</p>;1;481.122.188;117.065.929;41.652.695.896.248;86.308.571.964.451;47.429.161.163.036;16;Wasserburger Landstr.;241;;81827;MÃ¼nchen;;DE;089 4 30 63 72;;;"{""wc_shortname"":""li-truder1WC"",""wc_plan"":""li-truder1WC"",""wc_fotos"":""li-truder1WCf1, li-truder1WCf2"",""wc_location"":"""",""wc_ramp_length"":"""",""wc_ramp_incline"":"""",""wc_infos"":"""",""wc_easy"":""Die Toilette ist gut. \r\nDer WC-Sitz ist etwas hoch."",""wc_euro"":""ka"",""wc_doorknob"":""85"",""wc_doortaster"":"""",""wc_dooropens"":""ar"",""wc_doorautopen"":""nz"",""wc_door_width"":""90"",""wc_room_diameter"":""150"",""wc_roominfos"":""<p>Das Waschbecken ist auf 60 cm unterfahrbar, die Waschbeckenoberkante ist in 80 cm H\u00f6he. \u00dcber dem Becken h\u00e4ngt Spiegel, Unterkante 93 cm.<\/p>"",""wc_seat"":""50"",""wc_accessleft"":""73"",""wc_accessright"":""115"",""wc_numgrip"":""zwei"",""wc_wheregrip"":""lr"",""wc_addinfo"":""<p>Die Sp\u00fclung kann im rechten B\u00fcgel und hinter dem WC-Becken in 105 cm H\u00f6he ausgel\u00f6st werden. Aus der Sitzposition gesehen h\u00e4ngt rechterhand eine Notrufschnur bis auf 35 cm herunter.<\/p>""}";"{""image_small"":""images\/wc-gm\/li-truder1WCf1.jpg"",""image"":""images\/wc-header\/li-truder1WCf1q.jpg"",""alt"":"""",""caption"":""Sanit\u00e4rraum mit WC- und Waschbecken."",""width"":""100%"",""height"":""auto""}";"{""0"":""4"",""1"":""11""}";1;6/11/2018 17:26;21/08/2021 16:16
